Nro,Job Title,Description,Majors/Concentrations,Qualifications
1734,GERENTE DE OPERACIONES,"•Fabricación y entrega al cliente de productos de Plásticos.
•Diseño y Gestión de índices de producción y logística alineados con los objetivos de la empresa.
•Planificar la producción de toda la planta de acuerdo al comportamiento de la demanda y gestión comercial.
•Proyectar los recursos necesarios para el cumplimiento del programa de producción.
•Informar y coordinar con las áreas de ventas y despacho los envíos de productos terminados.
•Gestionar y supervisar los procesos productivos orientados a la calidad de la operación y productos.
•Asegurar que las producciones cumplan con las especificaciones técnicas de producto, embalaje y un almacenamiento adecuado.
•Conocer y dominar los principales procesos productivos de la planta.
•Mantener equipos de trabajo   que soporten los requerimientos de la empresa.
•Capacitar y evaluar al personal a cargo y definir el entrenamiento del personal enfocado en lograr personas polifuncionales.
•Dar cumplimiento a los estándares de calidad, seguridad y productividad; así mismo participar de las actividades de prevención de riesgos  enfocado en el cumplimiento del plan de acción  de seguridad.
•Planificación  de mantención de planta, equipos e instalaciones.
•Responsable de proponer las mejoras necesarias a la infraestructura de la planta con el propósito de mejorar la productividad y calidad de los procesos.","INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","•Profesional titulado de la carrera de Ingeniería Industrial, Ingeniería Mecánica o afines.
•Experiencia mínima 5 años a cargo de gerencia y/o jefatura del área de operaciones y/o producción de mediana empresa productiva (manufactura).
•Experiencia en implementación de sistemas de gestión de la producción.
COMPETENCIAS
•Comunicación efectiva a todo nivel 
•Organización y planificación
•Toma de decisiones
•Manejo y solución de conflictos
•Liderazgo
•Trabajo en equipo
•Autocrítica
•Sentido de Urgencia."
1735,Practicante Pre-Profesional de Administración Sistemas Core Lima Centro,"Apoyar en la ejecución de ordenes de trabajo. 
Apoyar en la administración del core de la Red. 
Apoyar en la elaboración de reportes de averías, reclamos clientes y documentación de las soluciones.","INGENIERÍA DE LAS TELECOMUNICACIONES, INGENIERÍA ELECTRÓNICA, INGENIERÍA MECATRÓNICA","Estudiantes de los últimos ciclos de la carreras de Ingeniería de Telecomunicaciones y/o Ingeniería Electrónica
Deseable experiencia en Networking, Transmisiones y Redes Fijas y Móviles"
1736,Analista de Infraestructura TI,"
Supervisión de proveedores   (Comunicaciones, SAN, Servidores Windows, Linux, VMWare. etc.)
Administración de la SAN y servidores Linux con Oracle RAC, Microsoft Windows 2008 y VMWare.
Gestionar eficientemente todos los equipos de TI involucrados y monitoreo","INGENIERÍA DE LAS TELECOMUNICACIONES, INGENIERÍA ELECTRÓNICA, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA","Experiencia:
Experiencia mínima 1 año
Experiencia con ORACLE.
Deseable conocimientos y experiencia en configuración  de equipamiento  comunicaciones (Swiches, Routers, WiFi, controladoras WiFi). 
Conocimientos y experiencia en el diseño e implementación de arquitecturas para aplicaciones Web y en la aplicación de controles de seguridad
Experiencia administrando servidores Microsoft (AD, DHCP, Exchange, Sharepoint, HyperV, DNS, IIS, NLB) y en soluciones de Storage. 

Conocimientos:
Sistemas operativos Microsoft. Linux.
Conocimientos de LINUX y sistemas de STORAGE centralizado
Exchange Server, SQL Server, WMWARE y Symantec Backup
Certificado en MCSE y MCITP.                                                                    
Inglés Básico             
Office Avanzado"
1737,JEFE DE PLANTA,"Realizar las coordinaciones con la Gerencia General para las mejoras en planta de producción y auxiliares.
Coordinar las responsabilidades de planta con el staff encargado en producción y mantenimiento. 
Encargado del Mantenimiento de la planta, oficinas y vehículos de la empresa.
Controlar la distribución del personal a cargo en planta y mantenimiento.
Supervisar, calcular, seleccionar y ejecutar los nuevos proyectos delegados por la Gerencia General para las mejoras en planta de producción y auxiliares.
Responsable de la seguridad y medio ambiente en planta.
Otras relacionadas con la planta de la empresa.","INGENIERÍA ELECTRÓNICA, INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","Profesional titulado de la carrera de Ingeniería Mecánica.
Indispensable: Experiencia demostrable mínima de 5 años ocupando posiciones similares al cargo solicitado tales como Jefe o Supervisor de planta y/o afines, de manera exitosa, siendo el sector de procedencia de mayor interés el sector industrial, seguido por otros sectores no menos importantes u otros vinculados.
Muy Deseable: Colegiado y habilitado.
Experiencia y manejo en: Proceso de producción, buenas prácticas de Manufactura. Gestión de mantenimiento Mecánico orientado a la Seguridad de los procesos y operaciones de producción. Sistema de Gestión de Calidad, Seguridad y Salud en el Trabajo y Ambiental.
Conocimiento de la normativa vigente del Sector Industrial y producción.
Dominio del idioma inglés a nivel intermedio.
Office a nivel Intermedio/ Avanzado."
1738,Coordinador de Mercados Informales,"Soporte, coordinación y gestión de acciones vinculadas a la lucha contra la 
piratería de televisión paga con las distintas áreas de la compañía (a nivel 
local y regional) así como con las distintas entidades gubernamentales y 
privadas que cuenten con el mismo objetivo.
Apoyo y soporte en la implementación de acciones para la consecución de 
los objetivos establecidos por la compañía vinculados a la eliminación de la 
piratería de televisión paga.
Gestionar (en mesas de trabajo), capacitar (nacionalmente) y coordinar 
con/a organismos públicos del sector (MTC, INDECOPI, MTC, OSIPTEL, 
SUNAT-ADUANAS, etc.) para la adopción y/o modificación de medidas 
estatales en la lucha contra Piratería de Televisión Paga.
Brindar soporte técnico sobre modalidades de piratería","INGENIERÍA ELECTRÓNICA, INGENIERÍA INDUSTRIAL, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA",Experiencia general de 4 a más
1739,Responsable de Mantenimiento,"•Prepara los Programas de Mantenimiento de todas las maquinarias, equipos, activos e instalaciones, tanto en Planta como Oficina.
•Organiza en coordinación con las diferentes áreas los tiempos de mantenimiento de cada maquinaria, equipo, activo e instalación.
•Emite las OC respectivas de acuerdo a los parámetros establecidos en cuanto a calidad, precio y condiciones de entrega y pago.
•Busca mejores alternativas de maquinarias, equipos, herramientas y servicios.
•Evaluación de Proveedores.","INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","Requisitos:
•Disponibilidad para trabajar tanto en Oficina (Miraflores) como en Planta (Chilca).
•Egresado como Ingeniero Industrial o Ingeniero Mecánico.
•Idioma: Inglés nivel Básico
•Microsoft Office nivel Avanzado
•Experiencia deseable: Mayor a 1 año en posiciones similares.
•De preferencia tener Breve A1
•Conocimientos en SAP (No indispensable)"
1740,ASESOR DE SOPORTE Y POST VENTA,"Realiza el mantenimiento y crecimiento de sus cuentas.
Supervisa y asegura la realización de atención de los servicios  programados o planificados, durante los 7 días de la semana.
Responsable de dirigir la ejecución de reparación de equipos.
Capacita al cliente en el uso de las plataformas.
Realiza monitoreo de todas sus cuentas.
Responsable de coordinaciones directas con el supervisor técnico de campo.
Elaboración de informes periódicos sobre los resultados de su gestión.
Responsable de la atención vía telefónica.
Canaliza atenciones y las solicitudes presentadas por los clientes en el ERP.
Actualización base de datos (Simd cards y chips), envío de pedidos, cancelaciones o suspensiones.
Documenta procedimientos de trabajo técnico (área).
Apoyo en la gestión de instalaciones.
Supervisar que se realice los requerimientos solicitados en el ERP.
Actualiza los documentos contractuales, contratos, vigencias, ficha Ruc, y demás documentos requeridos.
Es responsable de hacer seguimiento al desarrollo de solicitudes de clientes.
Realiza las diversas actividades inherentes a su línea de negocio.
Analiza  e impulsa la  evolución de su producto según la necesidad del mercado.
Configuración de equipos.
Creación de Scripts .
Realiza la cadena de tareas de inicio a fin de toda su línea de negocio.","INGENIERÍA DE LAS TELECOMUNICACIONES, INGENIERÍA ELECTRÓNICA, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA",
1741,Supervisor de Producción,"Planificación, organización y control de la producción.
Supervisión del Proceso de fabricación en metal mecánica (máquinas soldadoras, punzonadoras, etc), Fundición de Aluminio y Cobre.
Participación en la determinación de costos e indicadores de producción.
Análisis de materia prima, productos en proceso y productos terminados.
Elaboración de manuales de procedimientos de producción.
Solución de conflictos.
Mejora continua.","ADMINISTRACIÓN, GESTIÓN, GESTIÓN EMPRESARIAL, GESTIÓN INSTITUCIONAL, GESTIÓN PÚBLICA, GESTIÓN SOCIAL, INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","Requisito Indispensable: Experiencia mínima de 03 años en Supervisión de la Producción, de preferencia en el sector electromecánico.
Conocimientos en:
Nivel Avanzado de Excel.
Experiencia trabajando con ERP.
Control de calidad."
1742,Asistente Control de la Calidad - Villa El Salvador,"-Inspecciones dimensionales y visuales a la salida del tanque calibrador (líneas de fabricación de tubos).
-Inspecciones dimensionales y visuales a la salida de la cortadora.
-Llenado de formatos de inspección de calidad.
-Cruce entre la data registrada en el Protocolo de Producción y las normas de calidad ASTM 714 e ISO 4427.
-Seguimiento en piso de la producción de tuberías y accesorios
-Medición de la humedad de la mezcla
-Medición de peso de tuberías.
-Llenado de checklist diario de control de calidad: limpieza, funcionamiento de equipos, estado de almacenes, uso de EPPs, cumplimiento de registros de producción, cumplimiento de procedimientos estandarizados.
-Inspección de la entrada de productos/accesorios al almacén, según el procedimiento de “compras y recepción de mercadería”, verificando que lo entregado coincida con la Nota de Pedido y la Orden de Compra.
-Mantenimiento y actualización del ISO 9001: llenado de registros, auditorías internas, seguimiento de acciones correctivas).","INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","- Egresado de Ingeniero Mecánico, Ingeniero Industrial, Ingeniero químico o a fines
- Conocimientos estadísticos de muestreo
- Manejo de programas: Microsoft Excel a nivel intermedio.
- Experiencia de 1 año en puestos similares"
1743,ASESOR DE SOPORTE Y POST VENTA,"Realiza el mantenimiento y crecimiento de sus cuentas.
Supervisa y asegura la realización de atención de los servicios  programados o planificados, durante los 7 días de la semana.
Responsable de dirigir la ejecución de reparación de equipos.
Capacita al cliente en el uso de las plataformas.
Realiza monitoreo de todas sus cuentas.
Responsable de coordinaciones directas con el supervisor técnico de campo.
Elaboración de informes periódicos sobre los resultados de su gestión.
Responsable de la atención vía telefónica.
Canaliza atenciones y las solicitudes presentadas por los clientes en el ERP.
Actualización base de datos (Simd cards y chips), envío de pedidos, cancelaciones o suspensiones.
Documenta procedimientos de trabajo técnico (área).
Apoyo en la gestión de instalaciones.
Supervisar que se realice los requerimientos solicitados en el ERP.
Actualiza los documentos contractuales, contratos, vigencias, ficha Ruc, y demás documentos requeridos.
Es responsable de hacer seguimiento al desarrollo de solicitudes de clientes.
Realiza las diversas actividades inherentes a su línea de negocio.
Analiza  e impulsa la  evolución de su producto según la necesidad del mercado.
Configuración de equipos.
Creación de Scripts .
Realiza la cadena de tareas de inicio a fin de toda su línea de negocio.","INGENIERÍA DE LAS TELECOMUNICACIONES, INGENIERÍA ELECTRÓNICA, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA",
1744,Practicante de Mantenimiento,"•Apoyo en la supervisión de los técnicos y contratistas de mantenimiento.
•Apoyo en la elaboración de planes de trabajo de las diferentes actividades realizadas por el área de mantenimiento.
•Apoyo en el levantamiento de información de los circuitos eléctricos de media y baja tensión.
•Apoyo en el mantenimiento de máquinas eléctricas
•Preparar los indicadores del área de mantenimiento.
•Apoyo a los técnicos del área de Mantenimiento en creación y seguimiento de rutinas.
•Implementación de proyectos de automatización.
•Consolidación de inventarios de repuestos.
•Control de consumos en la línea.
•Alimentación de la base de datos del sistema de mantenimiento.","INGENIERÍA ELECTRÓNICA, INGENIERÍA MECATRÓNICA","•Conocimiento de diseño de Tableros Eléctricos y de Control.
•	CCMs y variadores de velocidad y Celdas de MT.
•	Conocimiento de Instrumentación Industrial, Sistemas de Comunicación y manejo de PLC. 
Conocimiento en control de calidad de Tableros Eléctricos y Automatización.
•	Experiencia en desarrollo de Planos Eléctricos y Mecánicos.
•	Experiencia en cálculos para la selectividad de Equipos Eléctricos.
•Conocimiento e interpretación del Código Nacional Eléctrico (indispensable).
•	Autocad - Nivel Intermedio.
•	Manejo de software para simulación de redes como Eplan Eléctric - Nivel Intermedio
•MS Office - Nivel intermedio.
•Inglés - Intermedio"
1745,GERENTE ADMINISTRATIVO FINANCIERO,"•	Gerenciar el presupuesto asignado a cada área y proyectos,  a fin de asegurar una óptima planificación y distribución de los recursos monetarios.
•	Gestionar los Recursos Humanos de la organización, enfocándose en la primera línea de ejecutivos, con el fin de asegurar un desempeño óptimo y profundizar en conocimientos necesarios para lograr la sostenibilidad y  el crecimiento del negocio.
•	Gerenciar el planeamiento estratégico financiero corporativo (recursos, estados financieros y contables, diseño de su estructura, tributación, ratios , metas etc), a fin de mejorar la posición competitiva de la corporación.
•	Supervisar y controlar la elaboración de los estados contables y financieros, así como los ratios respectivos. Sustentarlos periódicamente, ante la alta dirección, a fin de asegurar la integridad de la información y/o presentación oportuna a entidades financieras o regulatorias. 
•	Gerenciar el presupuesto asignado a cada área y proyectos,  a fin de asegurar una óptima planificación y distribución de los recursos monetarios, así como el cumplimiento de los objetivos presupuestales, en caso de desvíos, establecer acciones correctivas.
•	Brindar asesoramiento sobre los análisis financieros de sus resultados, la viabilidad de las operaciones actuales y potenciales para contribuir en el uso de información objetiva en la toma de decisiones de la alta dirección.
•	Participar en el diseño del planeamiento estratégico la organización, asegurando su ejecución y control.","ADMINISTRACIÓN, ADMINISTRACIÓN ESTRATÉGICA DE EMPRESAS, GESTIÓN, GESTIÓN EMPRESARIAL, GESTIÓN INSTITUCIONAL, GESTIÓN PÚBLICA, GESTIÓN SOCIAL, INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","•	Profesional en Administración, Ingeniería Industrial, Ingeniería Mecánica o afines
•	Indispensable MBA o maestría en Finanzas
•	Experiencia no menor a 05 años en empresas de proyectos y 03 años administrando empresas de mediana envergadura liderando todas las áreas de la empresa
•	Conocimiento de herramientas financieras y tributación  
•	Deseable manejo en gestión de proyectos
•	Disponibilidad para radicar en la ciudad de Ica
•	Inglés a nivel intermedio 
•	Dominio de Microsoft Office"
